Locus.Tag	Source	Cluster.Information	Gene.Information	New_locus_tag
FAEPRAA2165_00105	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00450
FAEPRAA2165_00106	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00455
FAEPRAA2165_00107	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00460
FAEPRAA2165_00109	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS00465
FAEPRAA2165_00110	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS00470
FAEPRAA2165_00111	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00475
FAEPRAA2165_00113	COG_category	[R] General function prediction only		FAEPRAA2165_RS00485
FAEPRAA2165_00113	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00485
FAEPRAA2165_00114	COG_category	[K] Transcription		FAEPRAA2165_RS00490
FAEPRAA2165_00116	COG_category	[K] Transcription		FAEPRAA2165_RS00500
FAEPRAA2165_00116	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS00500
FAEPRAA2165_00117	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS00505
FAEPRAA2165_00118	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00510
FAEPRAA2165_00119	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS00515
FAEPRAA2165_00122	COG_category	[K] Transcription		FAEPRAA2165_RS00525
FAEPRAA2165_00124	COG_category	[S] Function unknown		FAEPRAA2165_RS00530
FAEPRAA2165_00125	COG_category	[R] General function prediction only		FAEPRAA2165_RS00535
FAEPRAA2165_00127	COG_category	[C] Energy production and conversion		FAEPRAA2165_RS00545
FAEPRAA2165_00128	COG_category	[K] Transcription		FAEPRAA2165_RS00550
FAEPRAA2165_00132	COG_category	[K] Transcription		FAEPRAA2165_RS00565
FAEPRAA2165_00132	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS00565
FAEPRAA2165_00137	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00590
FAEPRAA2165_00139	COG_category	[K] Transcription		FAEPRAA2165_RS00600
FAEPRAA2165_00139	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS00600
FAEPRAA2165_00140	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00605
FAEPRAA2165_00141	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00610
FAEPRAA2165_00142	COG_category	[R] General function prediction only		FAEPRAA2165_RS00615
FAEPRAA2165_00144	COG_category	[K] Transcription		FAEPRAA2165_RS00620
FAEPRAA2165_00144	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS00620
FAEPRAA2165_00147	COG_category	[S] Function unknown		FAEPRAA2165_RS00635
FAEPRAA2165_00148	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00640
FAEPRAA2165_00151	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00650
FAEPRAA2165_00155	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00665
FAEPRAA2165_00158	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00675
FAEPRAA2165_00160	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00680
FAEPRAA2165_00161	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS00685
FAEPRAA2165_00162	COG_category	[R] General function prediction only		FAEPRAA2165_RS00690
FAEPRAA2165_00162	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		FAEPRAA2165_RS00690
FAEPRAA2165_00162	COG_category	[I] Lipid transport and metabolism		FAEPRAA2165_RS00690
FAEPRAA2165_00163	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00695
FAEPRAA2165_00164	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00700
FAEPRAA2165_00166	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00705
FAEPRAA2165_00167	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00710
FAEPRAA2165_00168	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00715
FAEPRAA2165_00169	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00720
FAEPRAA2165_00172	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00725
FAEPRAA2165_00174	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS15145
FAEPRAA2165_00174	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS15145
FAEPRAA2165_00175	COG_category	[S] Function unknown		FAEPRAA2165_RS00740
FAEPRAA2165_00181	COG_category	[R] General function prediction only		FAEPRAA2165_RS00760
FAEPRAA2165_00182	COG_category	[R] General function prediction only		FAEPRAA2165_RS00765
FAEPRAA2165_00183	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00770
FAEPRAA2165_00183	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS00770
FAEPRAA2165_00184	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00775
FAEPRAA2165_00184	COG_category	[R] General function prediction only		FAEPRAA2165_RS00775
FAEPRAA2165_00185	COG_category	[O] Posttranslational modification, protein turnover, chaperones		FAEPRAA2165_RS00780
FAEPRAA2165_00186	COG_category	[K] Transcription		FAEPRAA2165_RS00785
FAEPRAA2165_00191	COG_category	[R] General function prediction only		FAEPRAA2165_RS00800
FAEPRAA2165_00194	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS00815
FAEPRAA2165_00194	COG_category	[K] Transcription		FAEPRAA2165_RS00815
FAEPRAA2165_00195	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS00820
FAEPRAA2165_00209	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00870
FAEPRAA2165_00210	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS00875
FAEPRAA2165_00211	COG_category	[O] Posttranslational modification, protein turnover, chaperones		FAEPRAA2165_RS00880
FAEPRAA2165_00212	COG_category	[S] Function unknown		FAEPRAA2165_RS00885
FAEPRAA2165_00213	COG_category	[K] Transcription		FAEPRAA2165_RS00890
FAEPRAA2165_00214	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS00895
FAEPRAA2165_00216	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS00900
FAEPRAA2165_00218	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS00905
FAEPRAA2165_00222	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS00920
FAEPRAA2165_00224	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS00925
FAEPRAA2165_00227	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS00935
FAEPRAA2165_00228	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS00940
FAEPRAA2165_00229	COG_category	[R] General function prediction only		FAEPRAA2165_RS00945
FAEPRAA2165_00230	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS00950
FAEPRAA2165_00231	COG_category	[R] General function prediction only		FAEPRAA2165_RS00955
FAEPRAA2165_00232	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS00960
FAEPRAA2165_00237	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS00975
FAEPRAA2165_00239	COG_category	[X] Mobilome: prophages, transposons		FAEPRAA2165_RS00980
FAEPRAA2165_00243	COG_category	[C] Energy production and conversion		FAEPRAA2165_RS00990
FAEPRAA2165_00246	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01000
FAEPRAA2165_00247	COG_category	[K] Transcription		FAEPRAA2165_RS01005
FAEPRAA2165_00248	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS01010
FAEPRAA2165_00249	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01015
FAEPRAA2165_00250	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01020
FAEPRAA2165_00252	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01030
FAEPRAA2165_00253	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01035
FAEPRAA2165_00257	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01045
FAEPRAA2165_00259	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01055
FAEPRAA2165_00260	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS01060
FAEPRAA2165_00262	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS01065
FAEPRAA2165_00263	COG_category	[R] General function prediction only		FAEPRAA2165_RS01070
FAEPRAA2165_00265	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01080
FAEPRAA2165_00266	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01085
FAEPRAA2165_00268	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01090
FAEPRAA2165_00269	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		FAEPRAA2165_RS01095
FAEPRAA2165_00270	COG_category	[N] Cell motility		FAEPRAA2165_RS01100
FAEPRAA2165_00272	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		NA
FAEPRAA2165_00274	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01110
FAEPRAA2165_00278	COG_category	[C] Energy production and conversion		FAEPRAA2165_RS01130
FAEPRAA2165_00281	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS01145
FAEPRAA2165_00284	COG_category	[I] Lipid transport and metabolism		FAEPRAA2165_RS01155
FAEPRAA2165_00286	COG_category	[S] Function unknown		NA
FAEPRAA2165_00287	COG_category	[G] Carbohydrate transport and metabolism		NA
FAEPRAA2165_00289	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01175
FAEPRAA2165_00293	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01195
FAEPRAA2165_00295	COG_category	[C] Energy production and conversion		FAEPRAA2165_RS01205
FAEPRAA2165_00295	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS01205
FAEPRAA2165_00300	COG_category	[S] Function unknown		FAEPRAA2165_RS01230
FAEPRAA2165_00303	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01240
FAEPRAA2165_00304	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS01245
FAEPRAA2165_00305	COG_category	[K] Transcription		FAEPRAA2165_RS01250
FAEPRAA2165_00307	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS01255
FAEPRAA2165_00309	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS01260
FAEPRAA2165_00312	COG_category	[R] General function prediction only		FAEPRAA2165_RS01270
FAEPRAA2165_00313	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01275
FAEPRAA2165_00316	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01290
FAEPRAA2165_00323	COG_category	[S] Function unknown		FAEPRAA2165_RS01300
FAEPRAA2165_00324	COG_category	[K] Transcription		FAEPRAA2165_RS01305
FAEPRAA2165_00325	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01310
FAEPRAA2165_00326	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01315
FAEPRAA2165_00327	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01320
FAEPRAA2165_00327	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01320
FAEPRAA2165_00328	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01325
FAEPRAA2165_00328	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01325
FAEPRAA2165_00329	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01330
FAEPRAA2165_00330	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01335
FAEPRAA2165_00331	COG_category	[C] Energy production and conversion		FAEPRAA2165_RS01340
FAEPRAA2165_00331	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01340
FAEPRAA2165_00332	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01345
FAEPRAA2165_00334	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01350
FAEPRAA2165_00336	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01355
FAEPRAA2165_00338	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01365
FAEPRAA2165_00339	COG_category	[S] Function unknown		FAEPRAA2165_RS01370
FAEPRAA2165_00340	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01375
FAEPRAA2165_00341	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01380
FAEPRAA2165_00344	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01385
FAEPRAA2165_00345	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01390
FAEPRAA2165_00349	COG_category	[I] Lipid transport and metabolism		FAEPRAA2165_RS01405
FAEPRAA2165_00350	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01410
FAEPRAA2165_00351	COG_category	[R] General function prediction only		FAEPRAA2165_RS01415
FAEPRAA2165_00353	COG_category	[R] General function prediction only		FAEPRAA2165_RS01425
FAEPRAA2165_00354	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01430
FAEPRAA2165_00356	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS01435
FAEPRAA2165_00357	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS01440
FAEPRAA2165_00359	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS01445
FAEPRAA2165_00360	COG_category	[T] Signal transduction mechanisms		NA
FAEPRAA2165_00361	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS01455
FAEPRAA2165_00362	COG_category	[C] Energy production and conversion		FAEPRAA2165_RS01460
FAEPRAA2165_00363	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01465
FAEPRAA2165_00364	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01470
FAEPRAA2165_00366	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01475
FAEPRAA2165_00368	COG_category	[K] Transcription		FAEPRAA2165_RS01485
FAEPRAA2165_00371	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01500
FAEPRAA2165_00371	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS01500
FAEPRAA2165_00372	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01505
FAEPRAA2165_00372	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01505
FAEPRAA2165_00373	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01510
FAEPRAA2165_00374	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01515
FAEPRAA2165_00374	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01515
FAEPRAA2165_00376	COG_category	[R] General function prediction only		FAEPRAA2165_RS01520
FAEPRAA2165_00377	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01525
FAEPRAA2165_00379	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01530
FAEPRAA2165_00380	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01535
FAEPRAA2165_00381	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01540
FAEPRAA2165_00382	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01545
FAEPRAA2165_00385	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01555
FAEPRAA2165_00391	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01580
FAEPRAA2165_00399	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS01615
FAEPRAA2165_00412	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01665
FAEPRAA2165_00416	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01685
FAEPRAA2165_00417	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01690
FAEPRAA2165_00419	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS01695
FAEPRAA2165_00420	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS01700
FAEPRAA2165_00421	COG_category	[K] Transcription		FAEPRAA2165_RS01705
FAEPRAA2165_00422	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01710
FAEPRAA2165_00422	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01710
FAEPRAA2165_00423	COG_category	[R] General function prediction only		FAEPRAA2165_RS01715
FAEPRAA2165_00423	COG_category	[H] Coenzyme transport and metabolism		FAEPRAA2165_RS01715
FAEPRAA2165_00424	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01720
FAEPRAA2165_00425	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS01725
FAEPRAA2165_00433	COG_category	[K] Transcription		FAEPRAA2165_RS01750
FAEPRAA2165_00433	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS01750
FAEPRAA2165_00439	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01770
FAEPRAA2165_00442	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01785
FAEPRAA2165_00444	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS14870
FAEPRAA2165_00445	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01800
FAEPRAA2165_00448	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS01810
FAEPRAA2165_00449	COG_category	[R] General function prediction only		FAEPRAA2165_RS01815
FAEPRAA2165_00473	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS01890
FAEPRAA2165_00478	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS01910
FAEPRAA2165_00479	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS01915
FAEPRAA2165_00480	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01920
FAEPRAA2165_00480	COG_category	[R] General function prediction only		FAEPRAA2165_RS01920
FAEPRAA2165_00481	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01925
FAEPRAA2165_00482	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01930
FAEPRAA2165_00483	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01935
FAEPRAA2165_00484	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01940
FAEPRAA2165_00485	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01945
FAEPRAA2165_00486	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01950
FAEPRAA2165_00489	COG_category	[E] Amino acid transport and metabolism		FAEPRAA2165_RS01960
FAEPRAA2165_00492	COG_category	[X] Mobilome: prophages, transposons		FAEPRAA2165_RS01970
FAEPRAA2165_00498	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS01995
FAEPRAA2165_00501	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02005
FAEPRAA2165_00512	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS02050
FAEPRAA2165_00513	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02055
FAEPRAA2165_00518	COG_category	[K] Transcription		FAEPRAA2165_RS02075
FAEPRAA2165_00520	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02080
FAEPRAA2165_00521	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02085
FAEPRAA2165_00523	COG_category	[V] Defense mechanisms		FAEPRAA2165_RS02090
FAEPRAA2165_00534	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02130
FAEPRAA2165_00537	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02145
FAEPRAA2165_00537	COG_category	[R] General function prediction only		FAEPRAA2165_RS02145
FAEPRAA2165_00541	COG_category	[I] Lipid transport and metabolism		FAEPRAA2165_RS02155
FAEPRAA2165_00542	COG_category	[R] General function prediction only		FAEPRAA2165_RS02160
FAEPRAA2165_00546	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS02180
FAEPRAA2165_00547	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS02185
FAEPRAA2165_00547	COG_category	[K] Transcription		FAEPRAA2165_RS02185
FAEPRAA2165_00548	COG_category	[I] Lipid transport and metabolism		FAEPRAA2165_RS02190
FAEPRAA2165_00549	COG_category	[I] Lipid transport and metabolism		FAEPRAA2165_RS02195
FAEPRAA2165_00550	COG_category	[F] Nucleotide transport and metabolism		FAEPRAA2165_RS02200
FAEPRAA2165_00550	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS02200
FAEPRAA2165_00551	COG_category	[O] Posttranslational modification, protein turnover, chaperones		FAEPRAA2165_RS02205
FAEPRAA2165_00565	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02270
FAEPRAA2165_00570	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02295
FAEPRAA2165_00572	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02305
FAEPRAA2165_00576	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		FAEPRAA2165_RS02325
FAEPRAA2165_00579	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02340
FAEPRAA2165_00591	COG_category	[K] Transcription		FAEPRAA2165_RS02395
FAEPRAA2165_00595	COG_category	[K] Transcription		FAEPRAA2165_RS15245
FAEPRAA2165_00597	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		FAEPRAA2165_RS02410
FAEPRAA2165_00602	COG_category	[L] Replication, recombination and repair		FAEPRAA2165_RS02435
FAEPRAA2165_00605	COG_category	[X] Mobilome: prophages, transposons		FAEPRAA2165_RS02445
FAEPRAA2165_00606	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS02450
FAEPRAA2165_00607	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS02455
FAEPRAA2165_00609	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS02465
FAEPRAA2165_00610	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02470
FAEPRAA2165_00611	COG_category	[J] Translation, ribosomal structure and biogenesis		FAEPRAA2165_RS02475
FAEPRAA2165_00615	COG_category	[G] Carbohydrate transport and metabolism		FAEPRAA2165_RS02495
FAEPRAA2165_00620	COG_category	[K] Transcription		FAEPRAA2165_RS02510
FAEPRAA2165_00620	COG_category	[T] Signal transduction mechanisms		FAEPRAA2165_RS02510
FAEPRAA2165_00621	COG_category	[P] Inorganic ion transport and metabolism		FAEPRAA2165_RS02515
FAEPRAA2165_00622	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02520
FAEPRAA2165_00625	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02535
FAEPRAA2165_00626	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		FAEPRAA2165_RS02540
FAEPRAA2165_00627	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02545
FAEPRAA2165_00628	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02550
FAEPRAA2165_00629	COG_category	[M] Cell wall/membrane/envelope biogenesis		FAEPRAA2165_RS02555
