Locus.Tag	Source	Cluster.Information	Gene.Information	New_locus_tag
RUMHYD_00146	COG_category	[K] Transcription		RUMHYD_RS00630
RUMHYD_00151	COG_category	[O] Posttranslational modification, protein turnover, chaperones		RUMHYD_RS00650
RUMHYD_00152	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS00655
RUMHYD_00153	COG_category	[L] Replication, recombination and repair		RUMHYD_RS00660
RUMHYD_00154	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS00665
RUMHYD_00155	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00670
RUMHYD_00156	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00675
RUMHYD_00157	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00680
RUMHYD_00158	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00685
RUMHYD_00160	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00690
RUMHYD_00161	COG_category	[K] Transcription		RUMHYD_RS00695
RUMHYD_00162	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00700
RUMHYD_00163	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00705
RUMHYD_00164	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00710
RUMHYD_00165	COG_category	[C] Energy production and conversion		RUMHYD_RS00715
RUMHYD_00167	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS00725
RUMHYD_00168	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00730
RUMHYD_00169	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00735
RUMHYD_00170	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00740
RUMHYD_00171	COG_category	[K] Transcription		RUMHYD_RS00745
RUMHYD_00173	COG_category	[K] Transcription		RUMHYD_RS00755
RUMHYD_00174	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00760
RUMHYD_00175	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00765
RUMHYD_00176	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00770
RUMHYD_00178	COG_category	[O] Posttranslational modification, protein turnover, chaperones		RUMHYD_RS00775
RUMHYD_00179	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS00780
RUMHYD_00184	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS00800
RUMHYD_00187	COG_category	[S] Function unknown		RUMHYD_RS00815
RUMHYD_00189	COG_category	[R] General function prediction only		RUMHYD_RS00825
RUMHYD_00190	COG_category	[R] General function prediction only		RUMHYD_RS00830
RUMHYD_00191	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS17870
RUMHYD_00192	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00840
RUMHYD_00193	COG_category	[S] Function unknown		RUMHYD_RS00845
RUMHYD_00195	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00850
RUMHYD_00196	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00855
RUMHYD_00197	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00860
RUMHYD_00198	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00865
RUMHYD_00199	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00870
RUMHYD_00200	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00875
RUMHYD_00201	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00880
RUMHYD_00202	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00885
RUMHYD_00203	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS00890
RUMHYD_00204	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00895
RUMHYD_00205	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00900
RUMHYD_00206	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00905
RUMHYD_00207	COG_category	[R] General function prediction only		RUMHYD_RS00910
RUMHYD_00207	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS00910
RUMHYD_00208	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00915
RUMHYD_00209	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS00920
RUMHYD_00210	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS00925
RUMHYD_00211	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00930
RUMHYD_00213	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00940
RUMHYD_00214	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00945
RUMHYD_00216	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00950
RUMHYD_00218	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS00960
RUMHYD_00219	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00965
RUMHYD_00220	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS00970
RUMHYD_00222	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS00980
RUMHYD_00223	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS00985
RUMHYD_00224	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		RUMHYD_RS00990
RUMHYD_00226	COG_category	[K] Transcription		RUMHYD_RS01000
RUMHYD_00227	COG_category	[K] Transcription		RUMHYD_RS01005
RUMHYD_00227	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01005
RUMHYD_00229	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01015
RUMHYD_00231	COG_category	[I] Lipid transport and metabolism		RUMHYD_RS01020
RUMHYD_00233	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01030
RUMHYD_00234	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS01035
RUMHYD_00235	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01040
RUMHYD_00236	COG_category	[T] Signal transduction mechanisms		RUMHYD_RS01045
RUMHYD_00237	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01050
RUMHYD_00238	COG_category	[R] General function prediction only		RUMHYD_RS01055
RUMHYD_00239	COG_category	[R] General function prediction only		RUMHYD_RS01060
RUMHYD_00240	COG_category	[R] General function prediction only		RUMHYD_RS01065
RUMHYD_00242	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01070
RUMHYD_00243	COG_category	[C] Energy production and conversion		RUMHYD_RS01075
RUMHYD_00244	COG_category	[C] Energy production and conversion		RUMHYD_RS01080
RUMHYD_00247	COG_category	[C] Energy production and conversion		RUMHYD_RS01095
RUMHYD_00248	COG_category	[C] Energy production and conversion		RUMHYD_RS01100
RUMHYD_00249	COG_category	[C] Energy production and conversion		RUMHYD_RS01105
RUMHYD_00251	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01115
RUMHYD_00252	COG_category	[K] Transcription		RUMHYD_RS01120
RUMHYD_00253	COG_category	[S] Function unknown		RUMHYD_RS01125
RUMHYD_00254	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		RUMHYD_RS01130
RUMHYD_00254	COG_category	[R] General function prediction only		RUMHYD_RS01130
RUMHYD_00254	COG_category	[I] Lipid transport and metabolism		RUMHYD_RS01130
RUMHYD_00257	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01140
RUMHYD_00258	COG_category	[R] General function prediction only		RUMHYD_RS01145
RUMHYD_00259	COG_category	[C] Energy production and conversion		RUMHYD_RS01150
RUMHYD_00260	COG_category	[C] Energy production and conversion		RUMHYD_RS01155
RUMHYD_00261	COG_category	[S] Function unknown		RUMHYD_RS01160
RUMHYD_00262	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01165
RUMHYD_00264	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS17430
RUMHYD_00266	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS17435
RUMHYD_00266	COG_category	[I] Lipid transport and metabolism		RUMHYD_RS17435
RUMHYD_00267	COG_category	[C] Energy production and conversion		RUMHYD_RS17440
RUMHYD_00268	COG_category	[I] Lipid transport and metabolism		RUMHYD_RS01190
RUMHYD_00269	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		RUMHYD_RS01195
RUMHYD_00269	COG_category	[I] Lipid transport and metabolism		RUMHYD_RS01195
RUMHYD_00270	COG_category	[K] Transcription		RUMHYD_RS01200
RUMHYD_00271	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01205
RUMHYD_00272	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		RUMHYD_RS01210
RUMHYD_00273	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01215
RUMHYD_00276	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01220
RUMHYD_00278	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01230
RUMHYD_00280	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01235
RUMHYD_00281	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01240
RUMHYD_00282	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01245
RUMHYD_00283	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01250
RUMHYD_00283	COG_category	[K] Transcription		RUMHYD_RS01250
RUMHYD_00284	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01255
RUMHYD_00285	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01260
RUMHYD_00286	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01265
RUMHYD_00286	COG_category	[K] Transcription		RUMHYD_RS01265
RUMHYD_00287	COG_category	[S] Function unknown		RUMHYD_RS01270
RUMHYD_00288	COG_category	[K] Transcription		RUMHYD_RS01275
RUMHYD_00289	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		RUMHYD_RS01280
RUMHYD_00290	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01285
RUMHYD_00291	COG_category	[R] General function prediction only		RUMHYD_RS01290
RUMHYD_00292	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01295
RUMHYD_00293	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01300
RUMHYD_00294	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01305
RUMHYD_00295	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01310
RUMHYD_00296	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		RUMHYD_RS01315
RUMHYD_00297	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01320
RUMHYD_00298	COG_category	[C] Energy production and conversion		RUMHYD_RS01325
RUMHYD_00302	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01335
RUMHYD_00303	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01340
RUMHYD_00304	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01345
RUMHYD_00305	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01350
RUMHYD_00305	COG_category	[F] Nucleotide transport and metabolism		RUMHYD_RS01350
RUMHYD_00306	COG_category	[C] Energy production and conversion		RUMHYD_RS01355
RUMHYD_00307	COG_category	[R] General function prediction only		RUMHYD_RS01360
RUMHYD_00308	COG_category	[I] Lipid transport and metabolism		RUMHYD_RS01365
RUMHYD_00309	COG_category	[C] Energy production and conversion		RUMHYD_RS01370
RUMHYD_00310	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		RUMHYD_RS01375
RUMHYD_00314	COG_category	[O] Posttranslational modification, protein turnover, chaperones		RUMHYD_RS01390
RUMHYD_00315	COG_category	[C] Energy production and conversion		RUMHYD_RS01395
RUMHYD_00315	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01395
RUMHYD_00316	COG_category	[O] Posttranslational modification, protein turnover, chaperones		RUMHYD_RS01400
RUMHYD_00317	COG_category	[C] Energy production and conversion		RUMHYD_RS01405
RUMHYD_00318	COG_category	[C] Energy production and conversion		RUMHYD_RS01410
RUMHYD_00322	COG_category	[S] Function unknown		RUMHYD_RS01430
RUMHYD_00324	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01440
RUMHYD_00325	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS01445
RUMHYD_00328	COG_category	[R] General function prediction only		RUMHYD_RS01455
RUMHYD_00331	COG_category	[C] Energy production and conversion		RUMHYD_RS01460
RUMHYD_00332	COG_category	[C] Energy production and conversion		RUMHYD_RS01465
RUMHYD_00333	COG_category	[C] Energy production and conversion		RUMHYD_RS01470
RUMHYD_00334	COG_category	[C] Energy production and conversion		RUMHYD_RS01475
RUMHYD_00336	COG_category	[C] Energy production and conversion		RUMHYD_RS01485
RUMHYD_00338	COG_category	[C] Energy production and conversion		RUMHYD_RS01490
RUMHYD_00339	COG_category	[C] Energy production and conversion		RUMHYD_RS01495
RUMHYD_00340	COG_category	[C] Energy production and conversion		RUMHYD_RS01500
RUMHYD_00345	COG_category	[T] Signal transduction mechanisms		RUMHYD_RS01520
RUMHYD_00348	COG_category	[C] Energy production and conversion		RUMHYD_RS01535
RUMHYD_00349	COG_category	[R] General function prediction only		RUMHYD_RS01540
RUMHYD_00350	COG_category	[K] Transcription		RUMHYD_RS01550
RUMHYD_00351	COG_category	[F] Nucleotide transport and metabolism		RUMHYD_RS01555
RUMHYD_00352	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01560
RUMHYD_00353	COG_category	[V] Defense mechanisms		RUMHYD_RS01565
RUMHYD_00354	COG_category	[R] General function prediction only		RUMHYD_RS01570
RUMHYD_00355	COG_category	[K] Transcription		RUMHYD_RS01575
RUMHYD_00355	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01575
RUMHYD_00356	COG_category	[O] Posttranslational modification, protein turnover, chaperones		RUMHYD_RS01580
RUMHYD_00357	COG_category	[C] Energy production and conversion		RUMHYD_RS01585
RUMHYD_00358	COG_category	[C] Energy production and conversion		RUMHYD_RS01590
RUMHYD_00363	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01610
RUMHYD_00366	COG_category	[O] Posttranslational modification, protein turnover, chaperones		NA
RUMHYD_00371	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01635
RUMHYD_00373	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01645
RUMHYD_00374	COG_category	[K] Transcription		RUMHYD_RS01650
RUMHYD_00376	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01660
RUMHYD_00381	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01680
RUMHYD_00384	COG_category	[V] Defense mechanisms		RUMHYD_RS01690
RUMHYD_00385	COG_category	[C] Energy production and conversion		RUMHYD_RS01695
RUMHYD_00386	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01700
RUMHYD_00386	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01700
RUMHYD_00389	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01715
RUMHYD_00390	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01720
RUMHYD_00391	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01725
RUMHYD_00392	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01730
RUMHYD_00393	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01735
RUMHYD_00395	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01740
RUMHYD_00396	COG_category	[S] Function unknown		RUMHYD_RS01745
RUMHYD_00399	COG_category	[T] Signal transduction mechanisms		RUMHYD_RS01760
RUMHYD_00400	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01765
RUMHYD_00402	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01775
RUMHYD_00404	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS01785
RUMHYD_00405	COG_category	[E] Amino acid transport and metabolism		RUMHYD_RS01790
RUMHYD_00408	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01805
RUMHYD_00409	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01810
RUMHYD_00410	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01815
RUMHYD_00411	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01820
RUMHYD_00412	COG_category	[P] Inorganic ion transport and metabolism		RUMHYD_RS01825
RUMHYD_00412	COG_category	[R] General function prediction only		RUMHYD_RS01825
RUMHYD_00413	COG_category	[R] General function prediction only		RUMHYD_RS01830
RUMHYD_00416	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01845
RUMHYD_00417	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01850
RUMHYD_00418	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01855
RUMHYD_00419	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01860
RUMHYD_00420	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01865
RUMHYD_00420	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01865
RUMHYD_00421	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01870
RUMHYD_00423	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01880
RUMHYD_00426	COG_category	[G] Carbohydrate transport and metabolism		RUMHYD_RS01895
RUMHYD_00428	COG_category	[R] General function prediction only		RUMHYD_RS01905
RUMHYD_00429	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01910
RUMHYD_00430	COG_category	[R] General function prediction only		RUMHYD_RS01915
RUMHYD_00431	COG_category	[U] Intracellular trafficking, secretion, and vesicular transport		RUMHYD_RS01920
RUMHYD_00431	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01920
RUMHYD_00432	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01925
RUMHYD_00433	COG_category	[F] Nucleotide transport and metabolism		RUMHYD_RS01930
RUMHYD_00434	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01935
RUMHYD_00435	COG_category	[R] General function prediction only		RUMHYD_RS01940
RUMHYD_00436	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01945
RUMHYD_00438	COG_category	[M] Cell wall/membrane/envelope biogenesis		RUMHYD_RS01955
RUMHYD_00439	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01960
RUMHYD_00440	COG_category	[C] Energy production and conversion		RUMHYD_RS01965
RUMHYD_00441	COG_category	[T] Signal transduction mechanisms		RUMHYD_RS01970
RUMHYD_00441	COG_category	[K] Transcription		RUMHYD_RS01970
RUMHYD_00442	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01975
RUMHYD_00443	COG_category	[R] General function prediction only		RUMHYD_RS01980
RUMHYD_00444	COG_category	[H] Coenzyme transport and metabolism		RUMHYD_RS01985
RUMHYD_00445	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS01990
RUMHYD_00446	COG_category	[L] Replication, recombination and repair		RUMHYD_RS01995
RUMHYD_00446	COG_category	[D] Cell cycle control, cell division, chromosome partitioning		RUMHYD_RS01995
RUMHYD_00447	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS02000
RUMHYD_00448	COG_category	[S] Function unknown		RUMHYD_RS02005
RUMHYD_00449	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS02010
RUMHYD_00451	COG_category	[C] Energy production and conversion		RUMHYD_RS02020
RUMHYD_00452	COG_category	[Q] Secondary metabolites biosynthesis, transport and catabolism		RUMHYD_RS02025
RUMHYD_00453	COG_category	[J] Translation, ribosomal structure and biogenesis		RUMHYD_RS02030
RUMHYD_00454	COG_category	[S] Function unknown		RUMHYD_RS02035
RUMHYD_00455	COG_category	[R] General function prediction only		RUMHYD_RS02040
RUMHYD_00456	COG_category	[S] Function unknown		RUMHYD_RS02045
