Species	Locus_tag	Change	Pval	Padj	COG_categories	COG_numbers	KO_numbers	COG_annotations
B. hydrogenotrophica	RUMHYD_RS03195	1.18243004944546	0.001148638711826	0.0210514149367384	[G] Carbohydrate transport and metabolism	COG1080	KO:K08483	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
B. hydrogenotrophica	RUMHYD_RS03280	1.02687632659872	0.00155809705284849	0.02587670991746	[E] Amino acid transport and metabolism - [C] Energy production and conversion	COG0473	KO:K00052	Isocitrate/isopropylmalate dehydrogenase
B. hydrogenotrophica	RUMHYD_RS03295	1.10468617125234	0.00189383695527593	0.0298279320455959	[R] General function prediction only	COG3581		Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily
B. hydrogenotrophica	RUMHYD_RS03320	1.46414407900448	0.00212991248771602	0.0320440565316081				
B. hydrogenotrophica	RUMHYD_RS03350	1.83501229520357	0.000347577313918876	0.00946913330892504	[F] Nucleotide transport and metabolism	COG0504	KO:K01937	CTP synthase (UTP-ammonia lyase)
B. hydrogenotrophica	RUMHYD_RS03355	1.88535145813873	0.000599968027259054	0.0134392838106028	[E] Amino acid transport and metabolism	COG0367	KO:K01953	Asparagine synthetase B (glutamine-hydrolyzing)
B. hydrogenotrophica	RUMHYD_RS03360	2.15720420397324	3.02829764074881e-06	0.0002543770018229	[E] Amino acid transport and metabolism	COG3968	KO:K01915	Glutamine synthetase type III
B. hydrogenotrophica	RUMHYD_RS03470	1.49129119791057	0.00347277018662023	0.0440321050077131	[T] Signal transduction mechanisms	COG0642		Signal transduction histidine kinase
B. hydrogenotrophica	RUMHYD_RS03475	1.86704580053353	4.89698931883536e-05	0.00224371146972093				
B. hydrogenotrophica	RUMHYD_RS03755	2.36077218778916	1.35461709125824e-11	9.10302685325535e-09	[M] Cell wall/membrane/envelope biogenesis	COG3409		Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases
B. hydrogenotrophica	RUMHYD_RS04855	1.29236563149385	0.00208593846648907	0.0319428657235773				
B. hydrogenotrophica	RUMHYD_RS04890	3.67989383183158	0.000655353401789336	0.0143607875870359	[C] Energy production and conversion	COG0716		Flavodoxin
B. hydrogenotrophica	RUMHYD_RS04895	3.69191998733237	0.000110230210990119	0.0039682875956443				
B. hydrogenotrophica	RUMHYD_RS04970	-1.19578553660033	0.000476651932329233	0.0113809514921496	[C] Energy production and conversion	COG0280	KO:K00634	Phosphotransacetylase
B. hydrogenotrophica	RUMHYD_RS04980	-1.06982371503634	0.00124867831350423	0.022089681394157	[C] Energy production and conversion	COG1014	KO:K00180	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit
B. hydrogenotrophica	RUMHYD_RS04990	-0.827188512381235	0.00218439711683548	0.0326203302780765	[C] Energy production and conversion	COG3426	KO:K00929	Butyrate kinase
B. hydrogenotrophica	RUMHYD_RS05315	1.54488471735309	0.00147282843874925	0.0251628994281227				
B. hydrogenotrophica	RUMHYD_RS05660	-0.915420039136393	0.00164331201020406	0.0267170726820273	[J] Translation, ribosomal structure and biogenesis	COG0102	KO:K02871	Ribosomal protein L13
B. hydrogenotrophica	RUMHYD_RS06990	-1.76249924150759	0.00226981693709724	0.0336042555650163				
B. hydrogenotrophica	RUMHYD_RS07145	1.83719443026124	0.00264275130820603	0.0372572492121914	[K] Transcription	COG1802		DNA-binding transcriptional regulator, GntR family
B. hydrogenotrophica	RUMHYD_RS07520	-2.27744524142999	0.000154097160402262	0.00526542161645694	[Q] Secondary metabolites biosynthesis, transport and catabolism	COG3653	KO:K01465 - KO:K06015	N-acyl-D-aspartate/D-glutamate deacylase
B. hydrogenotrophica	RUMHYD_RS07650	0.884741834316134	0.00376149066293719	0.0465224857452845	[G] Carbohydrate transport and metabolism	COG0149	KO:K01803	Triosephosphate isomerase
B. hydrogenotrophica	RUMHYD_RS07735	2.21856345174795	0.00269073212113101	0.0374495074775963				
B. hydrogenotrophica	RUMHYD_RS07745	2.08713588825696	0.00283689956381088	0.0383776956012715				
B. hydrogenotrophica	RUMHYD_RS07760	2.06216770813211	0.00166545655177787	0.0268604832670736				
B. hydrogenotrophica	RUMHYD_RS07780	2.35959095879066	0.000115780185510348	0.00409496235068178				
B. hydrogenotrophica	RUMHYD_RS07790	2.27309516421119	2.33253341813743e-09	5.22487485662784e-07			KO:K07474	
B. hydrogenotrophica	RUMHYD_RS07810	2.17999970285873	1.17043509829171e-07	1.47474822384755e-05				
B. hydrogenotrophica	RUMHYD_RS07820	2.22242794844039	7.26356553723277e-05	0.00292866962461225				
B. hydrogenotrophica	RUMHYD_RS07825	1.96630213159247	5.12808894432803e-08	8.29867647882711e-06				
B. hydrogenotrophica	RUMHYD_RS07835	2.1724865891505	0.000591426518501744	0.0133968074303316				
B. hydrogenotrophica	RUMHYD_RS07840	2.39841703623879	5.35132907860875e-08	8.29867647882711e-06				
B. hydrogenotrophica	RUMHYD_RS07845	2.29488626009542	5.58200657681927e-06	0.00043282020226414				
B. hydrogenotrophica	RUMHYD_RS07850	1.98330417061968	0.00100354094396623	0.0190862126701501				
B. hydrogenotrophica	RUMHYD_RS07860	2.90352480450907	1.23890864500217e-05	0.000805690267201414				
B. hydrogenotrophica	RUMHYD_RS07865	2.98859335860497	8.77846700093332e-05	0.00339461158251695				
B. hydrogenotrophica	RUMHYD_RS07870	2.50044776840963	2.05152470047658e-05	0.00117472009932422				
B. hydrogenotrophica	RUMHYD_RS07875	2.69699019777946	0.00146356373596183	0.0251628994281227				
B. hydrogenotrophica	RUMHYD_RS07880	2.62215754581563	6.44794027587125e-05	0.00270813491586592				
B. hydrogenotrophica	RUMHYD_RS07890	1.94087378970659	5.78313586076455e-07	6.1362115238428e-05				
B. hydrogenotrophica	RUMHYD_RS07895	1.72458423413865	8.92432608499e-05	0.00339461158251695				
B. hydrogenotrophica	RUMHYD_RS07900	1.78348566786106	8.44806900187986e-08	1.2165219362707e-05				
B. hydrogenotrophica	RUMHYD_RS07905	1.74660011821615	4.72491853639128e-05	0.00221521762078252				
B. hydrogenotrophica	RUMHYD_RS07910	1.90271416714695	0.000473785600546087	0.0113809514921496				
B. hydrogenotrophica	RUMHYD_RS07915	2.45310150166788	1.4738911598458e-09	4.24480654035591e-07				
B. hydrogenotrophica	RUMHYD_RS07920	1.92025519989393	3.36991576704867e-06	0.000271750007454804				
B. hydrogenotrophica	RUMHYD_RS07925	1.93218100395085	2.72321390500208e-05	0.00144473664012742				
B. hydrogenotrophica	RUMHYD_RS07930	2.64699229317491	5.7289716162609e-07	6.1362115238428e-05				
B. hydrogenotrophica	RUMHYD_RS07935	2.09543195972005	0.000812791680674198	0.0165305727935988				
B. hydrogenotrophica	RUMHYD_RS07940	2.63682151739376	6.72024815237977e-12	6.77401013759881e-09	[X] Mobilome: prophages, transposons	COG5412		Phage-related protein
B. hydrogenotrophica	RUMHYD_RS07945	3.13169279165316	3.7529453486661e-08	6.87812529355533e-06				
B. hydrogenotrophica	RUMHYD_RS07950	2.19942669346558	3.52649539456901e-05	0.00169271778939313				
B. hydrogenotrophica	RUMHYD_RS07955	2.10203617536821	1.51331579869664e-06	0.000145278316674877				
B. hydrogenotrophica	RUMHYD_RS08155	0.815355367469955	0.000284185658861267	0.00830316359803353				
B. hydrogenotrophica	RUMHYD_RS08165	1.22857557668957	0.00394038478278517	0.0484379007444811	[T] Signal transduction mechanisms	COG2205	KO:K07646	K+-sensing histidine kinase KdpD
B. hydrogenotrophica	RUMHYD_RS08480	-2.21938536631185	9.68917498706095e-08	1.30222511826099e-05				
B. hydrogenotrophica	RUMHYD_RS08490	-1.11633755949954	0.00209149716047232	0.0319428657235773				
B. hydrogenotrophica	RUMHYD_RS08495	-2.30781674625949	1.01703273284213e-05	0.000732263567646335				
B. hydrogenotrophica	RUMHYD_RS08525	-1.82153595610663	0.00240548357163247	0.0343932970241919				
B. hydrogenotrophica	RUMHYD_RS08530	-2.10291617594641	0.00122168853053188	0.0219903935495739				
B. hydrogenotrophica	RUMHYD_RS08615	-1.92732740154888	0.00259027795364798	0.0367746503841854				
B. hydrogenotrophica	RUMHYD_RS08650	-2.32563870470392	0.00038217198562487	0.00987767593615049				
B. hydrogenotrophica	RUMHYD_RS08655	-2.11266609026976	0.000890829256182005	0.0176069782398326				
B. hydrogenotrophica	RUMHYD_RS08660	-2.13397869384351	0.00172989955082199	0.0274604527122609				
B. hydrogenotrophica	RUMHYD_RS08665	-1.90768716251441	0.0037392775700266	0.0465224857452845				
B. hydrogenotrophica	RUMHYD_RS08680	-2.00638706532071	0.00283932665408648	0.0383776956012715				
B. hydrogenotrophica	RUMHYD_RS08685	-2.01773553954363	0.00233606027147239	0.0339968792267124				
B. hydrogenotrophica	RUMHYD_RS08690	-2.22529732036581	0.000367082675925695	0.00961089187878185				
B. hydrogenotrophica	RUMHYD_RS08695	-2.50685606182058	0.000297728205235374	0.00857457231077878				
B. hydrogenotrophica	RUMHYD_RS08700	-2.20654926966879	0.000196034788021872	0.00637429246213055				
B. hydrogenotrophica	RUMHYD_RS08705	-2.34987318898226	0.000120304295002367	0.00418161135732364				
B. hydrogenotrophica	RUMHYD_RS08710	-2.18002877532039	0.000479851625413052	0.0113809514921496				
B. hydrogenotrophica	RUMHYD_RS08715	-2.32635956658822	0.000321267209925769	0.00912217880577959				
B. hydrogenotrophica	RUMHYD_RS08765	-2.21707060022354	0.000423500983144689	0.0106722247752462				
B. hydrogenotrophica	RUMHYD_RS08770	-2.17712893645233	0.000630488501445065	0.013967745262783	[X] Mobilome: prophages, transposons	COG3646		Phage regulatory protein Rha
B. hydrogenotrophica	RUMHYD_RS08775	-2.18247741290892	0.00334645371006055	0.0429710234361915				
B. hydrogenotrophica	RUMHYD_RS08780	-2.33344405815041	0.000400434649995509	0.0102186867644423				
B. hydrogenotrophica	RUMHYD_RS08785	-2.28600038693109	0.000185660860319464	0.00613593925252524				
B. hydrogenotrophica	RUMHYD_RS08790	-1.92289401043247	0.002815126222792	0.0383776956012715				
B. hydrogenotrophica	RUMHYD_RS08805	-1.64714994205406	0.000364103549147342	0.00961089187878185				
B. hydrogenotrophica	RUMHYD_RS08810	-1.52398238359507	0.00148644052867818	0.0251820513093715	[V] Defense mechanisms	COG2026	KO:K06218	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system
B. hydrogenotrophica	RUMHYD_RS08820	-1.90855462520528	2.02599686543396e-06	0.000185654985487039	[V] Defense mechanisms	COG1598		Predicted nuclease of the RNAse H fold, HicB family
B. hydrogenotrophica	RUMHYD_RS08825	-2.60880702910825	2.8689192928534e-08	5.78374129439245e-06	[R] General function prediction only	COG1724		Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family
B. hydrogenotrophica	RUMHYD_RS08830	-1.82764899649592	0.000226419875743312	0.0070224995307464				
B. hydrogenotrophica	RUMHYD_RS08835	-2.0856991211306	8.50075032514891e-05	0.00336029659911769				
B. hydrogenotrophica	RUMHYD_RS08845	-2.84316093871865	2.08687439318094e-09	5.22487485662784e-07				
B. hydrogenotrophica	RUMHYD_RS08850	-1.73359695810404	1.15559551850844e-05	0.000776560188437673				
B. hydrogenotrophica	RUMHYD_RS08875	-2.22107739615763	1.41313843371141e-10	7.12221770590549e-08				
B. hydrogenotrophica	RUMHYD_RS08880	-1.70383244891231	1.12615273562663e-05	0.000776560188437673				
B. hydrogenotrophica	RUMHYD_RS08885	-2.92582687431496	1.47785461517731e-05	0.000931048407561703				
B. hydrogenotrophica	RUMHYD_RS08890	-2.2781942083921	0.000547664220189865	0.0127378178186559				
B. hydrogenotrophica	RUMHYD_RS08895	-2.43095285717082	0.00318153262241645	0.0413804501083327				
B. hydrogenotrophica	RUMHYD_RS08905	-2.54239627658123	0.000254041577202717	0.00775981544910116				
B. hydrogenotrophica	RUMHYD_RS09855	1.92676788329683	7.19485641257476e-05	0.00292866962461225	[S] Function unknown	COG3212		Uncharacterized membrane protein YkoI
B. hydrogenotrophica	RUMHYD_RS10465	1.26176472983367	0.00295002509090747	0.0391266485741412	[R] General function prediction only	COG5496		Predicted thioesterase
B. hydrogenotrophica	RUMHYD_RS12030	1.08085484622011	0.00237602482267307	0.0342147574464923	[K] Transcription	COG0583		DNA-binding transcriptional regulator, LysR family
B. hydrogenotrophica	RUMHYD_RS12655	-1.91667997672289	1.21651571825223e-06	0.000122624784399825			KO:K07339	
B. hydrogenotrophica	RUMHYD_RS12660	-1.15334615680498	0.00141411267353861	0.0245763030159813				
B. hydrogenotrophica	RUMHYD_RS12685	-1.08899007155991	0.00114097150534691	0.0210514149367384				
B. hydrogenotrophica	RUMHYD_RS12720	-1.16761721024858	0.00341861692365463	0.0436198210005553				
B. hydrogenotrophica	RUMHYD_RS12810	-2.30143887583064	1.88080097236588e-10	7.58338952057922e-08	[R] General function prediction only	COG1724		Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family
B. hydrogenotrophica	RUMHYD_RS12815	-1.50215236674096	0.000200931467649531	0.006429806964785	[V] Defense mechanisms	COG1598		Predicted nuclease of the RNAse H fold, HicB family
B. hydrogenotrophica	RUMHYD_RS12830	-1.78951785011787	3.43800698844975e-05	0.00169049319236944				
B. hydrogenotrophica	RUMHYD_RS12835	-1.46356623962486	0.0016289240903904	0.0266984631400573				
B. hydrogenotrophica	RUMHYD_RS13165	-2.02374699279028	0.0020512332606836	0.0318098942579856	[C] Energy production and conversion	COG1014	KO:K00180	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit
B. hydrogenotrophica	RUMHYD_RS13445	-1.18883895208274	0.000963511345669205	0.0184994178368487	[C] Energy production and conversion	COG3426	KO:K00929	Butyrate kinase
B. hydrogenotrophica	RUMHYD_RS13745	0.702110233657144	0.00228362252599565	0.0336042555650163	[E] Amino acid transport and metabolism - [R] General function prediction only	COG0493	KO:K00266	NADPH-dependent glutamate synthase beta chain or related oxidoreductase
B. hydrogenotrophica	RUMHYD_RS14085	-2.24548360989276	2.87184021237326e-07	3.40566462832029e-05	[M] Cell wall/membrane/envelope biogenesis	COG1136	KO:K02003	ABC-type lipoprotein export system, ATPase component
B. hydrogenotrophica	RUMHYD_RS14090	-1.63200798498122	0.00047118784911927	0.0113809514921496			KO:K02004	
B. hydrogenotrophica	RUMHYD_RS14190	2.43055646092333	0.000226167697632948	0.0070224995307464	[V] Defense mechanisms	COG0450	KO:K03386	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)
B. hydrogenotrophica	RUMHYD_RS14195	2.09892330575336	0.000100664410408614	0.00375813798858826	[O] Posttranslational modification, protein turnover, chaperones	COG0492	KO:K00384	Thioredoxin reductase
B. hydrogenotrophica	RUMHYD_RS14430	1.15926908032111	0.00333617184601542	0.0429710234361915				
B. hydrogenotrophica	RUMHYD_RS14480	0.80973167837634	0.00307210092098203	0.0402165938746738				
B. hydrogenotrophica	RUMHYD_RS14520	-0.906013274213674	0.00124911888836007	0.022089681394157	[P] Inorganic ion transport and metabolism	COG2221		Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits
B. hydrogenotrophica	RUMHYD_RS14525	-1.08403019409366	0.000477996090915636	0.0113809514921496	[I] Lipid transport and metabolism	COG0446		NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase
B. hydrogenotrophica	RUMHYD_RS14705	-1.29039949915894	3.14518075844297e-05	0.00162581651513359	[K] Transcription - [T] Signal transduction mechanisms	COG1974	KO:K01356	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)
B. hydrogenotrophica	RUMHYD_RS14710	-2.15950738367352	5.51269318007655e-05	0.00241599770674659	[K] Transcription	COG1476		DNA-binding transcriptional regulator, XRE-family HTH domain
B. hydrogenotrophica	RUMHYD_RS14715	-2.2262263541136	8.11696973972074e-06	0.000606067073899148				
B. hydrogenotrophica	RUMHYD_RS14725	-1.74074551929946	0.000362980546422575	0.00961089187878185				
B. hydrogenotrophica	RUMHYD_RS14730	-1.93754458479634	0.000282097891855549	0.00830316359803353				
B. hydrogenotrophica	RUMHYD_RS14735	-1.57750867226651	0.00170585416900377	0.0272936667040603				
B. hydrogenotrophica	RUMHYD_RS14740	-1.89703721642035	0.000819968888571371	0.0165305727935988				
B. hydrogenotrophica	RUMHYD_RS14775	-2.34984481160615	0.00109678432376604	0.0204733073769661				
B. hydrogenotrophica	RUMHYD_RS14780	-2.06487780340173	0.000720484748950187	0.0154329260992785				
B. hydrogenotrophica	RUMHYD_RS14785	-1.59330139813709	0.00372676479263787	0.0465224857452845				
B. hydrogenotrophica	RUMHYD_RS14865	-2.18947513162609	0.000549697495150327	0.0127378178186559				
B. hydrogenotrophica	RUMHYD_RS14870	-2.47315724155649	5.35826641473561e-05	0.00240050335380155				
B. hydrogenotrophica	RUMHYD_RS14875	-2.72792858681841	0.000954255114805842	0.0184978683793132				
B. hydrogenotrophica	RUMHYD_RS14920	-2.02784715196382	0.00285548330366604	0.0383776956012715				
B. hydrogenotrophica	RUMHYD_RS14940	-1.57092289482167	0.000727246021543382	0.0154329260992785	[L] Replication, recombination and repair	COG1484	KO:K02315	DNA replication protein DnaC
B. hydrogenotrophica	RUMHYD_RS14965	-2.47124367771114	1.88524181369926e-05	0.00111783749894638	[L] Replication, recombination and repair	COG4974		Site-specific recombinase XerD
B. hydrogenotrophica	RUMHYD_RS15420	-1.01438459795588	0.000747012741361626	0.0156872675685941				
B. hydrogenotrophica	RUMHYD_RS15990	-1.45347183267081	0.000556548067874686	0.0127500102822201	[K] Transcription	COG1278	KO:K03704	Cold shock protein, CspA family
B. hydrogenotrophica	RUMHYD_RS16025	-1.22587556639321	0.00234403085938146	0.0339968792267124				
B. hydrogenotrophica	RUMHYD_RS16035	-0.870291969316411	6.40667772087199e-05	0.00270813491586592	[L] Replication, recombination and repair	COG4974		Site-specific recombinase XerD
B. hydrogenotrophica	RUMHYD_RS16310	-0.783972825928741	0.00156595169143359	0.02587670991746	[E] Amino acid transport and metabolism	COG0079	KO:K00817	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase
B. hydrogenotrophica	RUMHYD_RS16530	1.83481836769744	0.000909606565528221	0.0178035615155815	[N] Cell motility	COG3225	KO:K01992	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component
B. hydrogenotrophica	RUMHYD_RS16535	2.36902709861577	0.00018410350728012	0.00613593925252524			KO:K01992	
B. hydrogenotrophica	RUMHYD_RS16570	1.05749078928147	0.000794272378353027	0.016339317497548	[S] Function unknown	COG3883		Uncharacterized N-terminal domain of peptidoglycan hydrolase CwlO
B. hydrogenotrophica	RUMHYD_RS16715	2.07064015844619	3.38151615839553e-05	0.00169049319236944	[P] Inorganic ion transport and metabolism	COG1116		ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
B. hydrogenotrophica	RUMHYD_RS17435	0.790055676814986	0.00359721029168212	0.0453248496751947	[M] Cell wall/membrane/envelope biogenesis - [I] Lipid transport and metabolism	COG1887		CDP-glycerol glycerophosphotransferase, TagB/SpsB family
B. hydrogenotrophica	RUMHYD_RS17560	-2.88363644207287	0.000105656611561881	0.00387279507106821				
B. hydrogenotrophica	RUMHYD_RS17565	-1.90308501023108	0.00211224406675259	0.0320171732223551				
B. hydrogenotrophica	RUMHYD_RS17575	-2.87058671442617	2.09771446307896e-05	0.00117472009932422				
B. hydrogenotrophica	RUMHYD_RS17580	-2.20028159756984	0.00118270857973237	0.0214805450156798				
B. hydrogenotrophica	RUMHYD_RS17585	-2.08250254338309	4.48858253098745e-12	6.77401013759881e-09				
B. hydrogenotrophica	RUMHYD_RS17590	-2.78444030301299	2.82011060022687e-06	0.000247188824785103	[X] Mobilome: prophages, transposons	COG3561		Phage anti-repressor protein
B. hydrogenotrophica	RUMHYD_RS17600	-1.94345723786198	0.00269354096441045	0.0374495074775963				
B. hydrogenotrophica	RUMHYD_RS17605	-1.62458281941733	2.64509008853795e-05	0.00144121665364663	[V] Defense mechanisms - [F] Nucleotide transport and metabolism	COG0737		2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family
B. hydrogenotrophica	RUMHYD_RS17660	2.47316462452956	0.00298296628635058	0.0393049675377959				
B. hydrogenotrophica	RUMHYD_RS17685	-1.12950038052779	0.00290529977223865	0.0387886380187624				
B. hydrogenotrophica	RUMHYD_RS17805	-1.38852615175583	0.00152491025882472	0.0256184923482554				
B. hydrogenotrophica	RUMHYD_RS18015	2.85785178017896	4.50370237027216e-10	1.51324399641145e-07	[X] Mobilome: prophages, transposons	COG1783		Phage terminase large subunit
F. prausnitzii	FAEPRAA2165_RS00035	-1.90049801221579	0.000167067153233249	0.00336661544202362	[O] Posttranslational modification, protein turnover, chaperones	COG0265	KO:K04771	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
F. prausnitzii	FAEPRAA2165_RS00050	0.80949524308693	2.49593423203147e-05	0.000805786174908926	[K] Transcription	COG2378		Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains
F. prausnitzii	FAEPRAA2165_RS00055	0.6800060211363	0.000270443092560437	0.0048438951167503	[E] Amino acid transport and metabolism	COG0287	KO:K04517	Prephenate dehydrogenase
F. prausnitzii	FAEPRAA2165_RS00060	0.595781861168486	0.00449866887170429	0.0350119616056747	[E] Amino acid transport and metabolism	COG0128	KO:K00800	5-enolpyruvylshikimate-3-phosphate synthase
F. prausnitzii	FAEPRAA2165_RS00065	0.538897678668027	2.37434523475265e-05	0.000785938327706098	[E] Amino acid transport and metabolism	COG2876	KO:K03856	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
F. prausnitzii	FAEPRAA2165_RS00070	0.507209715184672	0.00476075094903712	0.0361900108480584	[E] Amino acid transport and metabolism	COG0757	KO:K03786	3-dehydroquinate dehydratase
F. prausnitzii	FAEPRAA2165_RS00075	0.55271998418093	0.000321018185558831	0.0054866833675578	[E] Amino acid transport and metabolism	COG0169	KO:K00014	Shikimate 5-dehydrogenase
F. prausnitzii	FAEPRAA2165_RS00100	-0.915254080754271	0.00275496644837091	0.0259145225269422	[I] Lipid transport and metabolism	COG0204	KO:K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase
F. prausnitzii	FAEPRAA2165_RS00120	0.89637484850351	0.000331647516324973	0.00559521454961165	[V] Defense mechanisms	COG0534		Na+-driven multidrug efflux pump
F. prausnitzii	FAEPRAA2165_RS00125	0.955668161094141	0.000116464051684808	0.00262546116513596	[S] Function unknown	COG3247		Uncharacterized membrane protein HdeD, DUF308 family
F. prausnitzii	FAEPRAA2165_RS00130	0.87455871912609	0.000662107734689873	0.00963329624349204	[R] General function prediction only	COG2509	KO:K07137	Uncharacterized FAD-dependent dehydrogenase
F. prausnitzii	FAEPRAA2165_RS00185	-2.22782078930476	1.32140640007436e-06	8.22732794332013e-05				
F. prausnitzii	FAEPRAA2165_RS00275	-1.7033035773084	9.55025777656058e-05	0.00229332813047453	[K] Transcription	COG1595	KO:K03088	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family
F. prausnitzii	FAEPRAA2165_RS00285	-1.01907396828986	0.00414414669548137	0.0333581696080601				
F. prausnitzii	FAEPRAA2165_RS00330	-0.818465720810577	0.00360593989307671	0.0306153662999857				
F. prausnitzii	FAEPRAA2165_RS00410	-1.81588184302868	0.00442078853131726	0.034715801830014				
F. prausnitzii	FAEPRAA2165_RS00445	-0.919643589194689	0.000663094961311116	0.00963329624349204				
F. prausnitzii	FAEPRAA2165_RS00450	-1.08007966219783	0.000178351452677789	0.00351572734006162	[G] Carbohydrate transport and metabolism	COG1820	KO:K01443	N-acetylglucosamine-6-phosphate deacetylase
F. prausnitzii	FAEPRAA2165_RS00455	-1.07851337050232	0.000847087275786268	0.0116585959272689	[G] Carbohydrate transport and metabolism	COG0363	KO:K02564	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase
F. prausnitzii	FAEPRAA2165_RS00490	0.870229388423351	0.00334836251593855	0.0295809729026328	[K] Transcription	COG1959		DNA-binding transcriptional regulator, IscR family
F. prausnitzii	FAEPRAA2165_RS00505	-1.44482350945439	4.02055883858821e-05	0.00120630020997634	[M] Cell wall/membrane/envelope biogenesis	COG0463		Glycosyltransferase involved in cell wall bisynthesis
F. prausnitzii	FAEPRAA2165_RS00545	0.726399512073943	0.00299449503809051	0.0270955173861823	[C] Energy production and conversion	COG1757		Na+/H+ antiporter NhaC
F. prausnitzii	FAEPRAA2165_RS00705	0.942070645976002	0.00266212007562316	0.0254997948635699	[E] Amino acid transport and metabolism	COG0548	KO:K00930	Acetylglutamate kinase
F. prausnitzii	FAEPRAA2165_RS00710	0.873404542874332	0.00347845090565543	0.0301285015010215	[E] Amino acid transport and metabolism	COG1364	KO:K00620	N-acetylglutamate synthase (N-acetylornithine aminotransferase)
F. prausnitzii	FAEPRAA2165_RS00715	0.77480316196664	0.00444575776519072	0.0348073549580052	[E] Amino acid transport and metabolism	COG0002	KO:K00145	N-acetyl-gamma-glutamylphosphate reductase
F. prausnitzii	FAEPRAA2165_RS00810	0.619218374692401	6.94488446647421e-05	0.00179810622572575				
F. prausnitzii	FAEPRAA2165_RS00815	0.657387081640586	0.00652757329587123	0.0458860327115679	[L] Replication, recombination and repair - [K] Transcription	COG1061	KO:K01156	Superfamily II DNA or RNA helicase
F. prausnitzii	FAEPRAA2165_RS00835	-0.816334308033769	0.00156531263781642	0.0173444599486861				
F. prausnitzii	FAEPRAA2165_RS00845	-0.739037302103339	0.00109048974157184	0.0133879374376073				
