Species	Locus_tag	Change	Pval	Padj	COG_categories	COG_numbers	KO_numbers	COG_annotations
F. prausnitzii	FAEPRAA2165_RS01280	-2.65690740228471	0.000360119711219258	0.00635411223795757				
F. prausnitzii	FAEPRAA2165_RS01420	1.50901016876298	0.00108135100894135	0.015066365529123				
F. prausnitzii	FAEPRAA2165_RS01495	-1.03103893939551	0.000467529662092852	0.0078982670574835				
F. prausnitzii	FAEPRAA2165_RS01525	-1.09235785175953	0.000342547318797791	0.00618142207103286	[E] Amino acid transport and metabolism	COG1171	KO:K01754	Threonine dehydratase
F. prausnitzii	FAEPRAA2165_RS01600	1.724731091365	0.00321979200820362	0.0357159100432655				
F. prausnitzii	FAEPRAA2165_RS01660	-2.32764738993927	2.20421454821419e-06	7.60933196209595e-05				
F. prausnitzii	FAEPRAA2165_RS01670	-1.85744889522945	2.08931650467817e-05	0.000552972434904823				
F. prausnitzii	FAEPRAA2165_RS01720	2.60545035576558	4.13344501713727e-06	0.000136748139316958	[F] Nucleotide transport and metabolism	COG0152	KO:K01923	Phosphoribosylaminoimidazole-succinocarboxamide synthase
F. prausnitzii	FAEPRAA2165_RS01870	-3.66948486618395	0.00148793276738736	0.0194739332522896				
F. prausnitzii	FAEPRAA2165_RS02085	1.47313250774881	3.64121525843211e-05	0.000894162344905699	[L] Replication, recombination and repair	COG4974		Site-specific recombinase XerD
F. prausnitzii	FAEPRAA2165_RS02115	4.01328998867184	9.71640070740195e-09	4.5381306833395e-07				
F. prausnitzii	FAEPRAA2165_RS02120	3.73935659667289	2.0773817639947e-09	1.26006237634841e-07				
F. prausnitzii	FAEPRAA2165_RS02125	4.81240539284431	2.14507349690773e-07	8.241233983281e-06				
F. prausnitzii	FAEPRAA2165_RS02130	4.10338059410241	5.22548671846463e-15	1.24471093633827e-12	[L] Replication, recombination and repair	COG0389	KO:K02346	Nucleotidyltransferase/DNA polymerase involved in DNA repair
F. prausnitzii	FAEPRAA2165_RS02135	1.56481347245808	7.89543200241491e-06	0.000241114346535286				
F. prausnitzii	FAEPRAA2165_RS02140	1.37316445107102	0.00034742812133024	0.00622235928577919				
F. prausnitzii	FAEPRAA2165_RS02635	-1.74541962468622	0.00108496262488883	0.015066365529123	[H] Coenzyme transport and metabolism	COG0352	KO:K00788	Thiamine monophosphate synthase
F. prausnitzii	FAEPRAA2165_RS02700	-0.941004531506643	0.000630425269193586	0.00987942757381002			KO:K04042	
F. prausnitzii	FAEPRAA2165_RS03015	1.40363674454501	0.00405245963354611	0.0421526587209906	[G] Carbohydrate transport and metabolism	COG1299	KO:K02770	Phosphotransferase system, fructose-specific IIC component
F. prausnitzii	FAEPRAA2165_RS03055	1.36993378535326	0.000209775280447442	0.00406247738232364	[M] Cell wall/membrane/envelope biogenesis	COG1210	KO:K00963	UTP-glucose-1-phosphate uridylyltransferase
F. prausnitzii	FAEPRAA2165_RS03065	1.3550718930488	1.63097712164435e-06	5.71321691728946e-05				
F. prausnitzii	FAEPRAA2165_RS03070	1.17515893864714	8.0991036442387e-05	0.00178630230375709			KO:K02040	
F. prausnitzii	FAEPRAA2165_RS03080	1.14979935042605	0.000400158043050734	0.00695749239815217	[V] Defense mechanisms	COG4115	KO:K19158	Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family
F. prausnitzii	FAEPRAA2165_RS03085	1.45090917938298	8.39266415220471e-06	0.000250498748639736	[V] Defense mechanisms	COG3077	KO:K07473	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module
F. prausnitzii	FAEPRAA2165_RS03320	1.16708596019774	0.000819021008177588	0.0120426422313519	[L] Replication, recombination and repair	COG1961		Site-specific DNA recombinase related to the DNA invertase Pin
F. prausnitzii	FAEPRAA2165_RS03375	2.68955024975996	4.80922012300683e-05	0.00111827800671873				
F. prausnitzii	FAEPRAA2165_RS03380	2.66720702517533	6.09598769423435e-05	0.00136987195166662				
F. prausnitzii	FAEPRAA2165_RS03385	2.57590187171697	0.00019456913488236	0.00383027834123786				
F. prausnitzii	FAEPRAA2165_RS03920	0.939177616090011	0.00117389717798226	0.0160702475744468	[R] General function prediction only	COG1079	KO:K02057	ABC-type uncharacterized transport system, permease component
F. prausnitzii	FAEPRAA2165_RS03925	0.808955841827043	0.00201722037590075	0.0249988950833529	[R] General function prediction only	COG4603	KO:K02057	ABC-type uncharacterized transport system, permease component
F. prausnitzii	FAEPRAA2165_RS03935	0.999193283805052	0.00202551920700551	0.0249988950833529	[M] Cell wall/membrane/envelope biogenesis	COG1744	KO:K07335	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily
F. prausnitzii	FAEPRAA2165_RS03945	1.38711893194351	8.41305620956292e-06	0.000250498748639736			KO:K07473	
F. prausnitzii	FAEPRAA2165_RS04225	-0.89110244242212	0.0034549449187228	0.0372383655945598				
F. prausnitzii	FAEPRAA2165_RS04385	-2.57129382695932	0.000927698913925402	0.0132521634344256	[P] Inorganic ion transport and metabolism	COG1918	KO:K04758	Fe2+ transport system protein FeoA
F. prausnitzii	FAEPRAA2165_RS04390	-2.83888826902536	1.89342914760913e-05	0.00051251684427329	[P] Inorganic ion transport and metabolism	COG1918	KO:K04758	Fe2+ transport system protein FeoA
F. prausnitzii	FAEPRAA2165_RS04395	-1.8457181597477	0.000152254822556633	0.00307348294347372				
F. prausnitzii	FAEPRAA2165_RS04540	2.49782951479976	0.00204971532262386	0.0250886506147645	[E] Amino acid transport and metabolism	COG1113	KO:K03294	L-asparagine transporter and related permeases
F. prausnitzii	FAEPRAA2165_RS04700	1.24818757586806	3.85873326172248e-05	0.00093790843157377				
F. prausnitzii	FAEPRAA2165_RS04995	-2.17780949750326	0.00195584979205642	0.0243918021187351				
F. prausnitzii	FAEPRAA2165_RS05010	1.8933828653506	0.00409571471798557	0.0424173585140941	[S] Function unknown	COG4684		Uncharacterized membrane protein
F. prausnitzii	FAEPRAA2165_RS05135	-2.61006513067845	2.38267635544046e-13	3.15307504369955e-11	[V] Defense mechanisms	COG0534		Na+-driven multidrug efflux pump
F. prausnitzii	FAEPRAA2165_RS05285	0.750636475637457	0.00283410480107241	0.0324559501738196				
F. prausnitzii	FAEPRAA2165_RS05290	0.86512633187545	0.000763377059240328	0.01145143873353	[C] Energy production and conversion	COG2414		Aldehyde:ferredoxin oxidoreductase
F. prausnitzii	FAEPRAA2165_RS05295	0.898837076125018	0.00144440144370186	0.0191142457716547	[C] Energy production and conversion	COG0437		Fe-S-cluster-containing dehydrogenase component
F. prausnitzii	FAEPRAA2165_RS05345	3.02574561453609	1.25843122820383e-11	9.66962317929525e-10				
F. prausnitzii	FAEPRAA2165_RS05400	-1.73519395426183	9.75760410239309e-05	0.0020939290965676	[H] Coenzyme transport and metabolism	COG3601		Riboflavin transporter FmnP
F. prausnitzii	FAEPRAA2165_RS05560	-2.0497919698099	0.000949124422282881	0.0134572284159394				
F. prausnitzii	FAEPRAA2165_RS05605	-1.67095388339075	0.00361247540685854	0.0385870691441122				
F. prausnitzii	FAEPRAA2165_RS05670	2.98935009484101	4.82270664264706e-08	1.98063572806643e-06	[F] Nucleotide transport and metabolism	COG0041	KO:K01588	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase
F. prausnitzii	FAEPRAA2165_RS05680	3.67829634897141	3.67664506316966e-09	2.03669035824887e-07	[F] Nucleotide transport and metabolism	COG0150	KO:K01933	Phosphoribosylaminoimidazole (AIR) synthetase
F. prausnitzii	FAEPRAA2165_RS05685	3.74539711020291	2.16887310790448e-09	1.26006237634841e-07	[F] Nucleotide transport and metabolism	COG0299	KO:K11175	Folate-dependent phosphoribosylglycinamide formyltransferase PurN
F. prausnitzii	FAEPRAA2165_RS05690	3.34859756116437	4.3434969926537e-08	1.81512453271949e-06	[F] Nucleotide transport and metabolism	COG3363		Archaeal IMP cyclohydrolase
F. prausnitzii	FAEPRAA2165_RS05695	3.65420092925122	5.27469277990569e-09	2.73137352211638e-07			KO:K00602	
F. prausnitzii	FAEPRAA2165_RS05700	3.71183815010052	5.81367624580663e-09	2.88503683698154e-07	[F] Nucleotide transport and metabolism	COG0151	KO:K01945	Phosphoribosylamine-glycine ligase
F. prausnitzii	FAEPRAA2165_RS05710	2.40003181577083	1.48760767270176e-05	0.000407296721422483	[F] Nucleotide transport and metabolism	COG0015	KO:K01756	Adenylosuccinate lyase
F. prausnitzii	FAEPRAA2165_RS05715	1.49202572058095	0.000759622506457786	0.01145143873353	[J] Translation, ribosomal structure and biogenesis	COG1187	KO:K06183	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases
F. prausnitzii	FAEPRAA2165_RS05775	1.17088603128237	0.000223940954379988	0.00428859182985216	[E] Amino acid transport and metabolism	COG4166	KO:K15580	ABC-type oligopeptide transport system, periplasmic component
F. prausnitzii	FAEPRAA2165_RS05855	1.40254483921163	0.000258795587690686	0.00481602413968137	[P] Inorganic ion transport and metabolism	COG2239	KO:K06213	Mg/Co/Ni transporter MgtE (contains CBS domain)
F. prausnitzii	FAEPRAA2165_RS05860	-0.831813637398495	0.00364018791220924	0.0387094982450107	[R] General function prediction only	COG3981		Predicted acetyltransferase
F. prausnitzii	FAEPRAA2165_RS05935	0.857914590128621	0.00334422521084156	0.0363741755809342	[C] Energy production and conversion	COG0778		Nitroreductase
F. prausnitzii	FAEPRAA2165_RS05940	1.45011510480033	1.22477463592646e-05	0.000354832845311532				
F. prausnitzii	FAEPRAA2165_RS05945	1.37265866060856	6.81793686820694e-05	0.00151778744112794	[S] Function unknown	COG5523		Uncharacterized membrane protein
F. prausnitzii	FAEPRAA2165_RS05975	0.949964723669929	0.00405186565234365	0.0421526587209906				
F. prausnitzii	FAEPRAA2165_RS06040	1.66246914678839	0.00483197110941845	0.0479259461576588	[O] Posttranslational modification, protein turnover, chaperones	COG1397		ADP-ribosylglycohydrolase
F. prausnitzii	FAEPRAA2165_RS06045	3.28649745327135	8.15989830040187e-09	3.88737555031145e-07	[O] Posttranslational modification, protein turnover, chaperones	COG0071		Molecular chaperone IbpA, HSP20 family
F. prausnitzii	FAEPRAA2165_RS06090	-0.931628851959573	0.000571101461315793	0.00912012967089149	[K] Transcription	COG1609		DNA-binding transcriptional regulator, LacI/PurR family
F. prausnitzii	FAEPRAA2165_RS06160	1.54785121138772	9.98910230626073e-05	0.00210801076015217				
F. prausnitzii	FAEPRAA2165_RS06165	1.3743558171946	0.000379127023459216	0.00664029830794009	[K] Transcription	COG1595	KO:K03088	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family
F. prausnitzii	FAEPRAA2165_RS06200	1.51223467618471	0.00227725958985909	0.0274603361183849				
F. prausnitzii	FAEPRAA2165_RS06205	1.72433718470281	4.44665848981439e-05	0.00105919405227379	[X] Mobilome: prophages, transposons	COG3600		Uncharacterized phage-associated protein
F. prausnitzii	FAEPRAA2165_RS06280	2.23366195950492	3.98810450519446e-08	1.69636873774522e-06	[S] Function unknown	COG4716	KO:K10254	Myosin-crossreactive antigen  (function unknown)
F. prausnitzii	FAEPRAA2165_RS06285	2.33616782764571	2.97792924197961e-05	0.000746676574146888	[V] Defense mechanisms - [F] Nucleotide transport and metabolism	COG0737		2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family
F. prausnitzii	FAEPRAA2165_RS06290	0.902487271318698	0.00424503630335729	0.0435848123905046			KO:K05349	
F. prausnitzii	FAEPRAA2165_RS06325	0.780088295246905	0.00437960563689188	0.0445821394319507	[M] Cell wall/membrane/envelope biogenesis	COG0438	KO:K19002	Glycosyltransferase involved in cell wall bisynthesis
F. prausnitzii	FAEPRAA2165_RS06510	1.09491935555005	0.00111618365527307	0.0153684940280951	[G] Carbohydrate transport and metabolism	COG1803	KO:K01734	Methylglyoxal synthase
F. prausnitzii	FAEPRAA2165_RS06530	-0.884656837857742	0.00245334703339744	0.0290739932017548	[K] Transcription	COG1309		DNA-binding transcriptional regulator, AcrR family
F. prausnitzii	FAEPRAA2165_RS06595	2.26036457012671	1.10733473785185e-11	8.79223781854367e-10	[F] Nucleotide transport and metabolism	COG2233	KO:K03458	Xanthine/uracil permease
F. prausnitzii	FAEPRAA2165_RS06710	-2.08852423996528	0.000764390746696585	0.01145143873353				
F. prausnitzii	FAEPRAA2165_RS06810	-1.34406021054242	0.00214796144766166	0.0261043069812759				
F. prausnitzii	FAEPRAA2165_RS06840	-2.16221744460277	0.00278049939564312	0.0319958915962411	[C] Energy production and conversion	COG0716		Flavodoxin
F. prausnitzii	FAEPRAA2165_RS07040	2.21588627533931	1.36848455570975e-05	0.000379038396709375	[F] Nucleotide transport and metabolism	COG2759	KO:K01938	Formyltetrahydrofolate synthetase
F. prausnitzii	FAEPRAA2165_RS07045	2.23219316287676	0.00078477243476114	0.0116832996225065				
F. prausnitzii	FAEPRAA2165_RS07090	1.46577562158623	1.31852538052582e-05	0.000369497347813235				
F. prausnitzii	FAEPRAA2165_RS07245	-2.76168846959265	0.000808251998579765	0.0119581134199814				
F. prausnitzii	FAEPRAA2165_RS07410	1.57579222475215	2.12658913470492e-09	1.26006237634841e-07	[K] Transcription - [T] Signal transduction mechanisms	COG0745		DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
F. prausnitzii	FAEPRAA2165_RS07415	1.95449146902765	1.28469542733225e-13	1.91259031744088e-11				
F. prausnitzii	FAEPRAA2165_RS07420	2.13043496876194	1.37308562197679e-15	3.63409994616524e-13				
F. prausnitzii	FAEPRAA2165_RS07450	1.60715770878838	5.41704592216645e-05	0.0012407118640962				
F. prausnitzii	FAEPRAA2165_RS07515	-1.08026253266282	0.000760063345886677	0.01145143873353	[E] Amino acid transport and metabolism	COG4166	KO:K15580	ABC-type oligopeptide transport system, periplasmic component
F. prausnitzii	FAEPRAA2165_RS07575	-2.43584534317966	0.00316936044118922	0.0357159100432655				
F. prausnitzii	FAEPRAA2165_RS07580	-2.15823069488543	0.00340884299131447	0.036908472751414				
F. prausnitzii	FAEPRAA2165_RS07585	-2.51446484640808	0.0012516421254993	0.0168949650759714				
F. prausnitzii	FAEPRAA2165_RS07620	1.0201094511706	0.00483171112907811	0.0479259461576588	[K] Transcription	COG0195	KO:K02600	Transcription antitermination factor NusA, contains S1 and KH domains
F. prausnitzii	FAEPRAA2165_RS07630	1.03380389544264	0.00129492472359815	0.0172319033050882				
F. prausnitzii	FAEPRAA2165_RS07635	1.1880991653162	0.000975159432268658	0.0137445548382482	[J] Translation, ribosomal structure and biogenesis	COG0532	KO:K02519	Translation initiation factor IF-2, a GTPase
F. prausnitzii	FAEPRAA2165_RS07640	1.0496943913635	0.00259952375908364	0.0305027861780159	[J] Translation, ribosomal structure and biogenesis	COG0858	KO:K02834	Ribosome-binding factor A
F. prausnitzii	FAEPRAA2165_RS07650	1.05662021425572	0.00501987806899065	0.0492071998367726	[J] Translation, ribosomal structure and biogenesis	COG0130	KO:K03177	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA
F. prausnitzii	FAEPRAA2165_RS07700	1.68370442891416	2.39486039029748e-08	1.07633159428087e-06	[C] Energy production and conversion	COG1454	KO:K00048	Alcohol dehydrogenase, class IV
F. prausnitzii	FAEPRAA2165_RS07705	2.30491019173331	2.36564941373613e-07	8.94440778336422e-06				
F. prausnitzii	FAEPRAA2165_RS07725	2.26567494347291	6.45212501922876e-07	2.32863057512165e-05			KO:K02005	
F. prausnitzii	FAEPRAA2165_RS07735	2.45167883541386	6.30478073117608e-12	5.82750499261676e-10	[M] Cell wall/membrane/envelope biogenesis	COG4591	KO:K02004	ABC-type transport system, involved in lipoprotein release, permease component
F. prausnitzii	FAEPRAA2165_RS07740	2.81316184729169	3.46212423244794e-22	1.6493559843382e-19				
F. prausnitzii	FAEPRAA2165_RS07750	1.24836130913187	5.87441888155497e-05	0.00133265388341561				
F. prausnitzii	FAEPRAA2165_RS07760	-2.15279356896398	0.00238362294489406	0.0283889492736882				
F. prausnitzii	FAEPRAA2165_RS08095	2.32342965131603	6.37393625104993e-09	3.09851350000019e-07				
F. prausnitzii	FAEPRAA2165_RS08205	0.87286030567811	0.00108791556297614	0.015066365529123				
F. prausnitzii	FAEPRAA2165_RS08260	-1.46109390433232	0.00418835668141577	0.0431890286369366	[K] Transcription	COG1609	KO:K02529	DNA-binding transcriptional regulator, LacI/PurR family
F. prausnitzii	FAEPRAA2165_RS09060	1.60096465679329	0.000100002189713348	0.00210801076015217				
F. prausnitzii	FAEPRAA2165_RS09120	-1.61725763362715	0.000178519086486061	0.00357338205050249	[E] Amino acid transport and metabolism - [R] General function prediction only	COG0493	KO:K00266	NADPH-dependent glutamate synthase beta chain or related oxidoreductase
F. prausnitzii	FAEPRAA2165_RS09220	1.82467417022847	0.000204476793013874	0.00399232558163154	[O] Posttranslational modification, protein turnover, chaperones	COG0071		Molecular chaperone IbpA, HSP20 family
F. prausnitzii	FAEPRAA2165_RS09400	1.00199110733122	0.00486152456755861	0.0479259461576588			KO:K06206	
F. prausnitzii	FAEPRAA2165_RS09405	1.22969068580657	0.000589278160627339	0.0092957654212869	[J] Translation, ribosomal structure and biogenesis	COG2110		O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain
F. prausnitzii	FAEPRAA2165_RS09410	1.14048866248557	0.000652240617986499	0.010154491189829	[R] General function prediction only - [H] Coenzyme transport and metabolism	COG1335		Nicotinamidase-related amidase
F. prausnitzii	FAEPRAA2165_RS09425	1.49695227042798	0.000337661205400216	0.00613976329208638	[L] Replication, recombination and repair	COG0389	KO:K03502	Nucleotidyltransferase/DNA polymerase involved in DNA repair
F. prausnitzii	FAEPRAA2165_RS10125	2.7164271864363	7.63534610484886e-12	6.49549800776785e-10	[G] Carbohydrate transport and metabolism	COG1653	KO:K02027	ABC-type glycerol-3-phosphate transport system, periplasmic component
F. prausnitzii	FAEPRAA2165_RS10130	2.61937356940512	2.66236977499798e-12	3.01988800192629e-10	[G] Carbohydrate transport and metabolism	COG1175	KO:K02025	ABC-type sugar transport system, permease component
F. prausnitzii	FAEPRAA2165_RS10135	2.5326818736325	3.58642402132599e-14	6.10204429914178e-12	[G] Carbohydrate transport and metabolism	COG0395	KO:K02026	ABC-type glycerol-3-phosphate transport system, permease component
F. prausnitzii	FAEPRAA2165_RS10140	2.84422628023088	3.99692788678025e-17	1.36009746090151e-14	[M] Cell wall/membrane/envelope biogenesis - [E] Amino acid transport and metabolism	COG0329	KO:K01639	Dihydrodipicolinate synthase/N-acetylneuraminate lyase
F. prausnitzii	FAEPRAA2165_RS10145	2.83562752484992	4.32888029258784e-06	0.000141251956944442	[G] Carbohydrate transport and metabolism	COG2731		Beta-galactosidase, beta subunit
F. prausnitzii	FAEPRAA2165_RS10150	2.73811216806135	5.36873797140768e-10	3.45630644537651e-08	[G] Carbohydrate transport and metabolism	COG3010	KO:K01788	Putative N-acetylmannosamine-6-phosphate epimerase
F. prausnitzii	FAEPRAA2165_RS10155	2.30730322828136	4.10863269903417e-09	2.22426433843168e-07	[K] Transcription - [G] Carbohydrate transport and metabolism	COG1940	KO:K00845	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain
F. prausnitzii	FAEPRAA2165_RS10160	2.17113145965001	4.0609972589199e-07	1.48819930319188e-05	[E] Amino acid transport and metabolism	COG2755		Lysophospholipase L1 or related esterase
F. prausnitzii	FAEPRAA2165_RS10435	-2.59260899982499	7.08890164126854e-06	0.000219295632590931				
F. prausnitzii	FAEPRAA2165_RS10550	-1.32818591321595	0.00043643019315484	0.00742554800067735				
F. prausnitzii	FAEPRAA2165_RS10780	1.34997754961628	1.24330717330945e-05	0.000354832845311532				
F. prausnitzii	FAEPRAA2165_RS10850	2.78943938432427	4.11756319560968e-10	2.8847163329242e-08	[E] Amino acid transport and metabolism - [K] Transcription	COG1167	KO:K00375	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain
F. prausnitzii	FAEPRAA2165_RS10855	7.15592984026713	5.66150876811594e-38	4.49523796188406e-35				
F. prausnitzii	FAEPRAA2165_RS10870	1.00233488647982	0.00360790832266649	0.0385870691441122				
F. prausnitzii	FAEPRAA2165_RS10885	-1.67233159302191	6.60877217961089e-07	2.34956646743778e-05				
F. prausnitzii	FAEPRAA2165_RS10890	-2.2260198487385	0.000487932882594065	0.00812766521915429				
F. prausnitzii	FAEPRAA2165_RS10900	-1.11252627847017	0.000135374819930744	0.00277985190581924	[K] Transcription	COG0583		DNA-binding transcriptional regulator, LysR family
F. prausnitzii	FAEPRAA2165_RS11075	1.25711493736276	8.22940324314346e-05	0.00179838885551997	[L] Replication, recombination and repair	COG1961		Site-specific DNA recombinase related to the DNA invertase Pin
F. prausnitzii	FAEPRAA2165_RS11080	1.13440851706163	0.00330627200404488	0.0361263298790592	[L] Replication, recombination and repair	COG1961		Site-specific DNA recombinase related to the DNA invertase Pin
F. prausnitzii	FAEPRAA2165_RS11100	1.936740020763	0.000929097940196926	0.0132521634344256				
F. prausnitzii	FAEPRAA2165_RS11105	2.23016645414662	5.43023307656343e-06	0.000172464202511654				
F. prausnitzii	FAEPRAA2165_RS11110	1.51259966143733	0.00230851415087577	0.0276325663687742				
F. prausnitzii	FAEPRAA2165_RS11430	-3.04635337365542	0.000226852464551374	0.00428859182985216				
F. prausnitzii	FAEPRAA2165_RS11435	-1.55600075528226	0.000923716198581175	0.0132521634344256				
F. prausnitzii	FAEPRAA2165_RS11445	-1.89823993102252	8.89594578603832e-08	3.47379391185955e-06	[K] Transcription	COG1396		Transcriptional regulator, contains XRE-family HTH domain
F. prausnitzii	FAEPRAA2165_RS11485	0.906137824586772	0.00451653740823767	0.0454291912466521				
F. prausnitzii	FAEPRAA2165_RS11495	0.922670854918188	0.00466579067088487	0.0466971150338141	[G] Carbohydrate transport and metabolism	COG1621	KO:K01193	Sucrose-6-phosphate hydrolase SacC, GH32 family
F. prausnitzii	FAEPRAA2165_RS11505	1.05360075358488	0.00183049211487604	0.0229485906191302	[G] Carbohydrate transport and metabolism	COG0395	KO:K17320	ABC-type glycerol-3-phosphate transport system, permease component
F. prausnitzii	FAEPRAA2165_RS11510	1.13961584702929	0.00123818236949832	0.0168534308808285	[G] Carbohydrate transport and metabolism	COG4209	KO:K17319	ABC-type polysaccharide transport system, permease component
F. prausnitzii	FAEPRAA2165_RS11640	-0.834997747910042	0.00160471968233772	0.0206618501801538	[L] Replication, recombination and repair	COG0817	KO:K01159	Holliday junction resolvasome RuvABC endonuclease subunit
F. prausnitzii	FAEPRAA2165_RS11785	0.874376402963419	0.00486905078511899	0.0479259461576588	[J] Translation, ribosomal structure and biogenesis	COG0200	KO:K02876	Ribosomal protein L15
F. prausnitzii	FAEPRAA2165_RS11795	0.898174074188137	0.00397082746454324	0.0416674494297005	[J] Translation, ribosomal structure and biogenesis	COG0098	KO:K02988	Ribosomal protein S5
F. prausnitzii	FAEPRAA2165_RS11800	0.9910073968343	0.00268540712354127	0.0312031208208552	[J] Translation, ribosomal structure and biogenesis	COG0256	KO:K02881	Ribosomal protein L18
F. prausnitzii	FAEPRAA2165_RS11805	0.885460512791416	0.00393299796564544	0.0414531024520683	[J] Translation, ribosomal structure and biogenesis	COG0097	KO:K02933	Ribosomal protein L6P/L9E
F. prausnitzii	FAEPRAA2165_RS11820	1.09819451778313	0.00035300721762763	0.00627509845066429	[J] Translation, ribosomal structure and biogenesis	COG0094	KO:K02931	Ribosomal protein L5
F. prausnitzii	FAEPRAA2165_RS11825	1.00360821379851	0.00155500213123656	0.0201305167206819	[J] Translation, ribosomal structure and biogenesis	COG0198	KO:K02895	Ribosomal protein L24
F. prausnitzii	FAEPRAA2165_RS11830	0.969231232050189	0.00126693487007526	0.0169541509017936	[J] Translation, ribosomal structure and biogenesis	COG0093	KO:K02874	Ribosomal protein L14
F. prausnitzii	FAEPRAA2165_RS11835	1.01595665475456	0.00247103789219281	0.0291386745505113	[J] Translation, ribosomal structure and biogenesis	COG0186	KO:K02961	Ribosomal protein S17
F. prausnitzii	FAEPRAA2165_RS11845	1.15628169890949	0.000328422937298084	0.00606436772592276	[J] Translation, ribosomal structure and biogenesis	COG0197	KO:K02878	Ribosomal protein L16/L10AE
F. prausnitzii	FAEPRAA2165_RS11850	1.22171437228775	0.000225913034795395	0.00428859182985216	[J] Translation, ribosomal structure and biogenesis	COG0092	KO:K02982	Ribosomal protein S3
F. prausnitzii	FAEPRAA2165_RS11865	1.19795179644523	0.000683804645081927	0.0105767705492542	[J] Translation, ribosomal structure and biogenesis	COG0090	KO:K02886	Ribosomal protein L2
F. prausnitzii	FAEPRAA2165_RS11870	1.04074102602703	0.00153974325695532	0.0200419040331561	[J] Translation, ribosomal structure and biogenesis	COG0089	KO:K02892	Ribosomal protein L23
F. prausnitzii	FAEPRAA2165_RS11875	1.07783999868889	0.00312342687640522	0.035428584855225	[J] Translation, ribosomal structure and biogenesis	COG0088	KO:K02926	Ribosomal protein L4
